N,P,K,temperature,humidity,ph,rainfall,label
9.807558389245976,120.83677015783377,201.84113205134625,21.69684778638414,91.91080769694061,6.336789138142265,124.51995547995877,apple
28.926683339246562,135.52713314364408,198.28133456922777,22.854553457819893,91.46293211304494,6.234854938859479,116.50622286316367,apple
16.973488092148866,126.03959814629866,200.23582900925499,22.596618421843353,92.04830945456737,6.086718541303287,103.50557087100863,apple
2.299420970869816,122.95052463383668,200.74919932009607,22.59851317712601,92.16734437173812,5.728425610729389,128.51526139425113,apple
31.936682388042335,139.44062711087673,202.51162582591277,23.64592556773927,93.7266880138506,6.112638726060134,118.40268763209446,apple
12.3120596647185,145.63752356390933,199.774261389842,23.01629595687814,95.03017498391407,6.284785825763887,101.82003178839227,apple
13.045302400412375,137.66985160576405,198.79944614247154,21.631624731627355,93.42846913826962,6.001942006517831,123.3381803317884,apple
22.241160160145423,135.51374087967974,199.59249688515172,23.57527340066359,95.59437717482277,5.707473360945877,104.9158727969406,apple
0.4799742431824521,121.31252231484419,205.62866300431895,22.074781817787006,91.08431092039345,5.763301504272984,127.83376924127425,apple
28.682119659782092,128.73954364760078,195.49124774920705,22.648664482328417,93.97503933929322,6.01665957392252,118.14356124404243,apple
14.975616767031074,143.47090876588703,199.56446279226077,22.78364355771405,93.83434856894642,5.933858478197062,116.77430240198547,apple
4.091235542196792,143.39293216102922,198.49485614342856,22.51030604399614,91.83765188678245,5.732548746195099,101.67467001422699,apple
23.5334897371385,142.6877997608613,200.51829029031754,23.188935940414233,91.17172791861987,6.0003903610634,102.19496705460726,apple
29.38792532078859,142.92218114584486,198.81884555370883,23.604642563202706,89.9798687211133,5.804223026335259,102.43288038352718,apple
13.268840563125822,141.88653095449186,198.91250512851718,23.333764544000122,90.6149540676925,6.05767313207388,113.58784071027111,apple
0.8111886074823884,134.19496195627838,205.8894336432074,22.464021461854895,93.37379325252901,5.614558357892551,106.2996133041779,apple
0.7533019277257175,146.34779052501233,203.91464239050384,21.246505236538486,91.05183960898819,5.5133704617894,112.20490932913144,apple
38.19233168444791,138.86401617065007,196.97186190293712,22.04326948460625,94.92725609524254,5.830891710741381,106.68733212603357,apple
33.6743618249303,143.5293072808027,203.65606818839052,21.444889523423598,90.9439060832145,5.83223140438636,123.12675889994283,apple
6.09379121135879,124.6619793400896,199.48695873221598,22.922142883953594,92.61681711255213,5.731291973227018,113.90733562284017,apple
15.093767028994725,137.90830777919305,199.9277769912693,23.912612481679734,88.95349694810167,5.972000027696263,118.86786376765075,apple
6.615449017720122,142.7946670300688,196.57871661851877,23.150014319996174,94.87242560740643,6.140573675050574,110.69388292234436,apple
27.070114856858115,144.1629110025318,197.87421639039533,23.535143600104824,90.99579961842468,5.8137369084427934,103.58712295625365,apple
9.602878566260642,142.2654688913297,202.17007643227643,22.054201272108504,90.33275873127799,6.346217115259761,102.77032433503715,apple
10.117443688621215,140.5885583834335,197.10502224025268,21.847187039229368,90.17157441428107,5.8694935275481255,104.92951876656342,apple
8.660203103369154,143.6760361052702,197.38809339760908,22.762693292893815,94.50883492400746,6.356114653498093,101.21643333558427,apple
14.753386800073434,141.66993983845182,196.3226266717625,22.39497352148444,92.56487152960386,5.970217421245181,119.07649018955334,apple
11.861403473035848,124.19118216032794,203.39090336636252,22.02517147182654,93.26604526887544,6.071246043585786,116.72680129849918,apple
26.729782955025776,138.93127969702172,197.48015757212,23.03858213240085,90.35215841636789,5.95079828503131,112.76239385541632,apple
25.603146724800773,141.59528795449646,200.40902808609886,22.874114632695655,93.51037340041788,6.0106503255452575,116.03125589887385,apple
25.862929862316047,119.89957972532055,203.02854838750358,23.37688255809594,92.8804116657201,5.650820768920134,107.70119541354642,apple
24.296106448274422,120.06628144589182,199.98292659647703,22.043205627554556,89.87283927484096,5.997676682579981,110.92151903269018,apple
32.159664561640675,138.561466477835,201.82261846971244,22.703618455223562,93.00638813555099,6.00803461253547,113.22535059063948,apple
13.216296620700433,146.327567355186,197.56126566697552,23.23895815695263,94.43419697984321,5.9076322763779014,126.03444925082599,apple
24.377049183254798,132.22099966157805,195.93876364493485,22.218521030112395,93.1960000381552,6.053339528272084,115.17643716452226,apple
28.22843855938253,118.21449549344956,198.51693518795494,21.72812382179931,88.76471153344609,5.955491093385829,112.14780066127265,apple
28.16604965956222,141.58180501759594,199.1878366512449,23.065274422088514,93.04255392364182,5.956618086361222,106.58030639282794,apple
9.089948498783148,141.50766183205602,192.24466661870864,23.095887174164435,93.99045705992225,6.013836526138091,125.7088053139043,apple
6.61343027847065,136.94770658885028,192.3714055130735,21.832190469393137,92.2216853685596,6.27103372055079,108.72363127919002,apple
15.874758526479225,132.93043626392821,195.93988592120834,23.843425022706473,90.96186898036086,5.861960798207227,99.75207906437839,apple
27.0748243962827,141.47390965958823,200.09430262870183,22.083160418951188,92.09820463822744,5.97263248179503,108.29545668096408,apple
12.064425297799673,138.39927555125604,200.20139246853753,22.264955630574036,90.1636358566671,6.149895543321238,120.15331290590478,apple
11.768532993203365,140.15489683832214,203.21838882025096,21.01743131509171,90.95628586529376,5.577135706817462,102.3869447587172,apple
31.01542151205909,138.5731309402408,199.94119475515237,22.792625845751893,94.84991617938545,6.1461589937605385,117.2017657327573,apple
2.2792154569519556,145.95324813418995,200.1146312350501,21.50657604014613,90.25627110867843,5.562624403866349,105.85787384118562,apple
28.55515758343421,124.82186218086241,192.12730889244688,22.050490894330128,92.15916242752914,5.825584197373314,123.00236073514718,apple
15.968529314339765,139.0958362824762,196.5447977527075,22.6753078405304,94.55141315368898,6.300363730515189,101.41644881212898,apple
32.30055376917694,145.41366263682795,201.8035957381344,23.413794922482367,88.81205110762993,6.317862983405415,110.09796455723999,apple
10.076471065105414,140.2712105407763,200.1832605593961,23.210822175760832,93.59340231962973,5.917993112747589,103.33124157102203,apple
12.865532199614835,120.20441492483567,194.14982510172175,22.16252663867317,92.74852077395772,6.23614845624253,117.19506215390045,apple
7.54827540330098,142.4250086051086,195.00424765530795,23.34683830306233,90.24052544540376,5.736440075309221,113.29346765340468,apple
4.089504454322029,134.3793667863467,196.36823910392425,22.385188873719674,92.08073200922809,6.153190957351894,126.92109289136874,apple
2.4316536052040183,144.18030570182137,199.49793233647648,21.323274479012024,91.43562520879031,5.901300627344135,110.09779917071262,apple
10.40079790194561,136.81416784228537,202.3871670762255,21.055684181585345,90.63480854098202,6.248547198771702,105.77206174336042,apple
16.240341843855692,123.80231875633977,204.11850253406553,22.27841346668299,92.68011653105836,6.127146193824635,119.35274721334788,apple
9.804758372594684,140.35999532050784,197.43923327378135,22.24761824777131,93.20594855043798,6.297269911922476,109.67962818584307,apple
31.018574716926967,122.35945630487538,201.18933543760184,22.496006312612003,93.63266014841186,5.65059706013199,111.7576237809137,apple
28.113152379691503,119.12938222820917,199.08425978219617,22.045462050184558,87.76459345105839,6.134342365694567,112.98897172202818,apple
1.1083009090134017,140.68222647101206,197.0190481484959,22.565438895028002,93.5568271735143,5.726128297639425,112.00312207210293,apple
9.734432568435327,118.28587780684464,202.21599663828133,21.625347526114698,90.46439406166799,6.318836506540578,122.45113680232964,apple
-2.7623661377003637,123.71148149685897,199.59594997883394,23.65322834263019,95.78182342338073,5.628333248725219,114.26533925749798,apple
31.817593002366266,140.02441907809018,201.7209200505903,22.236601628692636,93.19671393560279,6.131970237313127,112.29346423285944,apple
36.63675524757439,135.4630420410495,207.4870892733818,23.378108651717202,92.5630121752788,5.945003492925932,101.80551503561122,apple
27.652576319467503,135.54680282312967,197.69038810839768,23.62322999852575,93.7127780296386,5.848797972929717,105.77749900439512,apple
9.997349667173653,136.82225181290667,196.31063540879398,21.833154134775736,90.91472729096054,6.238998663182309,111.41180835652834,apple
11.971300206239425,143.71359896628587,201.83110110937662,23.55827639627613,91.8667736084974,5.8132655630738945,127.03441264248187,apple
2.752389974802351,142.11269412601126,200.39694631989573,22.224990501223377,92.8447597045812,5.828432684434585,104.85332074132992,apple
34.225058907890045,145.8033991923286,203.39347634299202,22.762344308815205,92.3038275374203,6.136416132759519,110.25606662617194,apple
30.52747908376404,124.91021926033882,195.07814264589464,22.256100904635616,93.68089754861029,5.987372659932457,122.89094037851366,apple
9.236992498893411,140.66159900081078,192.53970349667944,22.67792326063095,91.4546488285656,5.529932013973993,103.72156848680791,apple
39.416781140541794,119.06397163952585,198.79798357361403,23.87216963964751,92.13187463140692,5.8922836244293,117.84687464505019,apple
32.26077100137015,135.51014604139075,195.1361022576955,22.73294238891608,91.17627246208201,5.7405237823930255,122.27940863591519,apple
35.48227476860468,138.48608864464953,198.71944327851173,22.40621716851295,90.42660125314175,5.667512957058682,112.6417851040031,apple
30.714191394351484,136.54182946020578,202.57684896353175,22.732972673358187,93.85696772565161,5.706140303963466,117.24971628357342,apple
7.915187481181709,138.2119291098338,199.15752568871554,21.025566686335996,90.23716702803806,5.756269169015474,103.89524763414717,apple
29.037778134935408,136.99156790232848,196.3043534396817,22.48613854746167,92.63863478503261,6.160098374047484,113.28849025696022,apple
28.120069316993114,130.65001020422068,196.3148249888787,22.1495474083822,93.07247443844459,6.0526653361756395,113.96192237492781,apple
28.626382295196123,135.1556395304552,201.79620187663318,23.012746332651513,91.35344582368562,6.096292742696947,105.62130340697583,apple
33.29226329604701,135.27952936598894,194.2727380962997,22.0094453028436,90.14104981985048,6.028682228588661,123.00358576941161,apple
6.313291712561913,141.5762619417176,195.80450722336528,22.630027442866854,90.82265648363969,5.954110763161189,111.01082062871836,apple
21.195604546266182,120.9917536729452,198.1942568208824,22.72500084948831,91.88244100204109,6.133048921372287,119.2925147258426,apple
28.609097710751357,124.44362465114995,200.34764441949005,21.26972302931351,92.91212374343195,5.547433953001048,100.02139499041667,apple
5.274507798114865,141.97968446770125,192.93462195401906,23.676869292574903,91.07218278843054,5.578398825599681,105.67880162663891,apple
35.549179348233324,143.50152069206618,200.30033073863999,23.29161922909861,94.42520760034093,6.406770332167422,113.4124849319231,apple
3.2062469856831997,123.04418293698478,201.37395741005454,22.722372141344216,93.02186148173675,5.944531784882387,102.45087097156215,apple
108.55121839697284,91.88449190284437,51.76554357990547,28.071722666965524,78.63120219295045,6.011319084274116,117.68807935596878,banana
91.71308728750196,85.28059924964275,45.64429673185967,28.911676971198094,84.16034610842235,5.710909744082591,107.57116005301157,banana
114.16711158252845,89.27502530799669,52.13968272779164,26.59656311672997,76.83318303218579,6.145258882084598,109.97366898264032,banana
93.5887172902034,74.00687575807929,49.99555326679325,26.00263956458814,82.78290940884668,5.980428584835671,105.90418388197976,banana
105.9629021989583,80.05527479666593,49.74298460562069,26.535935727920283,81.7910529856352,5.875610145515503,97.63201755222214,banana
84.90990565034755,94.43767048100665,50.40277478719018,27.875725917748625,78.8510898680301,6.390816962834153,106.63389245425147,banana
115.45012825316755,72.96630607928549,54.67012921681657,26.165630122606967,83.29911826950483,6.192078338034627,111.7784637648827,banana
83.78882959127273,76.14352908753999,46.042062103653414,25.330616580461932,85.28656305313662,5.7134717782756885,110.52999111375034,banana
109.5465957679223,88.30709452523455,51.94270357559418,28.613984162386448,79.27261788462035,5.995166716443561,113.0067715069023,banana
112.97038370476383,80.4995894470616,51.682709607746894,25.715581130534638,80.18306883464007,6.162973527352645,115.01624485418425,banana
104.05249155168369,90.19942272913747,51.34077764505853,26.7724553969394,79.67342549197372,6.146290594245447,107.74209998380316,banana
108.97888493574509,87.16129380957527,54.59984661703495,29.036804602987086,79.1482049328918,5.978508245080459,108.366684293033,banana
